"id","foodmenuname","foodcategoryId","foodingredientId","salesprice","vatId","description","vegitem","beverage","bar","photo"
"659e5f0243c4227e736e4ddb","BADAM MILK","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","4","655ef1cfb3999d1add24f83e","CHEESE HONEY POROTTA SANDWICH","no","no","no","imgae-1704186052109. 1addebb3-4d05-476c-a15b-463ce4c72ba0.png"
"659e5f0243c4227e736e4dde","HOT CHOCOLATE","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","4","655ef1cfb3999d1add24f83e","PINEAPPLE","no","no","no","imgae-1704186121549. 1addebb3-4d05-476c-a15b-463ce4c72ba0.png"
"659e5f0343c4227e736e4de1","SNACK1","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","1","655ef1cfb3999d1add24f83e","VADASET","no","no","no","imgae-1704186164587. Rectangle 48.png"
"659e5f0343c4227e736e4de4","SNACK2","659e5b4243c4227e736e4d62","[""[\""655ef6041532830df6b987b6\""]""]","1.5","655ef1cfb3999d1add24f83e","Black tea","no","no","no","imgae-1704202379947. black_friday_banner_02.jpg"
"659e5f0343c4227e736e4de7","SNACK3","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","2","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0443c4227e736e4dea","SNACK4","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","2.5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0443c4227e736e4ded","SNACK5","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0443c4227e736e4df0","SNACK6","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","4","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0443c4227e736e4df3","SNACK7","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0443c4227e736e4df6","PAZHAM PORI BEEF","659e5b4243c4227e736e4d62","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0443c4227e736e4df9","VADASET","659e5b4243c4227e736e4d68","[""[{}]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1770810760123. img_2_sq.jpg"
"659e5f0443c4227e736e4dfc","UPMA SET","659e5b4243c4227e736e4d68","[""[{}]""]","5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1770813508671. img_3_horizontal.jpg"
"659e5f0443c4227e736e4dff","IDLY SET","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0543c4227e736e4e02","IDLY VADA SET","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0543c4227e736e4e05","IDIYAPPAM + VEG KURMA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e08","PUTTU + KADALA CURRY","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e0b","WHEAT PUTTU + KADALA CURRY","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e0e","PURI + BHAJI","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e11","APPAM + EGG ROAST","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e14","PURI + EGG ROAST","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e17","PLAIN DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","4","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0743c4227e736e4e1a","SET DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0843c4227e736e4e1d","GHEE DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0843c4227e736e4e20","ONION DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0843c4227e736e4e23","RAVA DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0843c4227e736e4e26","TOMATO DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0843c4227e736e4e29","MASALA DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0843c4227e736e4e2c","BUTTER DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f0943c4227e736e4e2f","RAVA ONION DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1443c4227e736e4e32","EGG DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1443c4227e736e4e35","BULLSEYE DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1443c4227e736e4e38","UTHAPPAM SET","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1443c4227e736e4e3b","RAVA MASALA DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e3e","GHEE MASALA DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e41","PANEER DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e44","CHEESE DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e47","BUTTER MASALA DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e4a","DOUBLE EGG DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e4d","DOUBLE CHEESE DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e50","MYSORE MASALA DOSA","659e5b4243c4227e736e4d68","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e53","LEMON MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e56","LEMON MINT MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e59","ORANGE MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e5c","MANGOMEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e5f","PINEAPPLE MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e62","WATERMELON MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1543c4227e736e4e65","CHICKOO MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1643c4227e736e4e68","PAPAYA MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1643c4227e736e4e6b","GUAVA MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1643c4227e736e4e6e","GRAPE MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1643c4227e736e4e71","AVOCADO MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1643c4227e736e4e74","STRAWBERRY MEDIUM","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1643c4227e736e4e77","LEMON LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1743c4227e736e4e7a","LEMON MINT LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1743c4227e736e4e7d","ORANGE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1743c4227e736e4e80","MANGO LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1743c4227e736e4e83","PINEAPPLE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1843c4227e736e4e86","WATERMELON LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1843c4227e736e4e89","CHICKOO LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1843c4227e736e4e8c","PAPAYA LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1843c4227e736e4e8f","GUAVA LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1843c4227e736e4e92","GRAPE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4e95","AVOCADO LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4e98","STRAWBERRY LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4e9b","STRAWBERRY SHAKE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4e9e","CARAMEL LATTE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4ea1","CHOCOLATE SHAKE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4ea4","OREO BISCUIT SHAKE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1943c4227e736e4ea7","PEANUT SHAKE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4eaa","LOTUS BISCUIT SHAKE LARGE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ead","AVIL MILK","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4eb0","TAHA COCKTAIL","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4eb3","STRAWBWRRY BANANA SMOOTHIE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4eb6","MANGO SMOOTHIE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4eb9","PINEAPPLE BANANA SMOOTHIE","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ebc","STRAWBERRY LASSI","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ebf","MANGO LASSI","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ec2","CHOCOLATE LASSI","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ec5","SWEET/SALT LASSI","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ec8","STRAWBERRY MOJITO","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ecb","PASSION FRUIT MOJITO","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ece","PEACH MOJITO","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ed1","TROPICAL BLUE MOJITO","659e5b4243c4227e736e4d6b","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ed4","CHEESE HONEY POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4ed7","CHEESE POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4eda","OMAN CHIPS POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1a43c4227e736e4edd","OMLETTE POROTTA SANDWICH","6593cc5c45e19f95fd10e3b8","[""[\""655ef6721532830df6b987bb\""]""]","4","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4ee0","FRENCH FRIES POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","4","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4ee3","CHICKEN CHILLY POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4ee6","POPCORN POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4ee9","NUGGESTS POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4eec","BEEF POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4eef","DYNAMITE SHRIMP POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
